red_zone,total_plays,avg_epa,pass_rate,shotgun_rate,no_huddle_rate,play_action_rate,motion_rate,screen_rate,rpo_rate
0,1734,-0.0005547662198111605,0.5710288895287456,0.5247336596602361,0.08727804971686343,0.13237354832517514,0.5407716671465592,0.038549764852673,0.024613686534216334
1,289,-0.014320682801124394,0.45315581854043396,0.40990138067061144,0.06528599605522682,0.10078895463510848,0.5658974358974359,0.04420118343195266,0.02086785009861933
